"case_study","title","author","journal","year","Threat_category_numeric","Threat_category_description","Response_category_numeric","Response_category_description"
"sample","Deadwood in Norway spruce dominated mountain forest reserves is   characterized by large dimensions and advanced decomposition stages","Andrina Rimle and Caroline Heiri and Harald Bugmann","forestecologyandmanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Instream large wood loads across bioclimatic regions","Ellen Wohl and Katherine B. Lininger and Martin Fox and Brenda R. Baillie and Wayne D. Erskine","forestecologyandmanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Catastrophic wind and salvage harvesting effects on woodland plants","Jonathan S. Kleinman and Scott A. Ford and Justin L. Hart","forestecologyandmanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Relative importance of timber harvest and habitat for reptiles in   experimental forestry plots","Julia E. Earl and Elizabeth B. Harper and Daniel J. Hocking and Michael S. Osbourn and Tracy A. G. Rittenhouse and Madison Glennie and Raymond D. Semlitsch","forestecologyandmanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Regional variation in wood density and modulus of elasticity of Quebec's   main boreal tree species","Guillaume Giroud and Jean Begin and Maurice Defo and Chhun-Huor Ung","forestecologyandmanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Canopy distribution and survey detectability of a rare old-growth forest   lichen","Jesse E. D. Miller and John Villella and Greg Carey and Tom Carlberg and Heather T. Root","forestecologyandmanagement",2017,1,"Describing the state of nature",1,"Proposing a response"
"sample","Simultaneous estimation of above- and below-ground biomass in tropical   forests of Viet Nam","Karin Kralicek and Bao Huy and Krishna P. Poudel and Hailemariam Temesgen and Christian Salas","forestecologyandmanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","High resistance to managed and natural forest fire in a rare   rock-outcrop specialist herb (Boechera constancei, Brassicaceae)","Erica J. Case and Susan Harrison","forestecologyandmanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Effects of climate change on an emperor penguin population: analysis of   coupled demographic and climate models","Stephanie Jenouvrier and Marika Holland and Julienne Stroeve and Christophe Barbraud and Henri Weimerskirch and Mark Serreze and Hal Caswell","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Temperature-related shifts in butterfly phenology depend on the habitat","Florian Altermatt","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Nitrogen deposition drives lichen community changes through differential   species responses","Otilia Johansson and Kristin Palmqvist and Johan Olofsson","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Degrees of disruption: projected temperature increase has catastrophic   consequences for reproduction in a tropical ectotherm","Jeanne A. Zeh and Melvin M. Bonilla and Eleanor J. Su and Michael V. Padua and Rachel V. Anderson and Dilpreet Kaur and Dou-Shuan Yang and David W. Zeh","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Consistent effects of nitrogen amendments on soil microbial communities   and processes across biomes","Kelly S. Ramirez and Joseph M. Craine and Noah Fierer","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Atmospheric CO2 and O3 alter competition for soil nitrogen in developing   forests","Donald R. Zak and Mark E. Kubiske and Kurt S. Pregitzer and Andrew J. Burton","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Evaluation of assisted colonization strategies under global change for a   rare, fire-dependent plant","Helen M. Regan, Alexandra D. Syphard, Janet Franklin, Rebecca M. Swab, Lisa Markovchick, Alan L. Flint, Lorraine E. Flint, Paul H. Zedler","globalchangebiology",2012,2,"Threatening mechanism",3,"Implementing response"
"sample","High nitrogen deposition alters the decomposition of bog plant litter   and reduces carbon accumulation","Luca Bragazza and Alexandre Buttler and Jonathan Habermacher and Lisa Brancaleoni and Renato Gerdol and Hannu Fritze and Peter Hanajik and Raija Laiho and David Johnson","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Global change belowground: impacts of elevated CO2, nitrogen, and summer   drought on soil food webs and biodiversity","Nico Eisenhauer and Simone Cesarz and Robert Koller and Kally Worm and Peter B. Reich","globalchangebiology",2012,2,"Threatening mechanism",0,"No response"
"sample","Landscape controls on the timing of spring, autumn, and growing season   length in mid-Atlantic forests","Andrew J. Elmore and Steven M. Guinn and Burke J. Minsley and Andrew D. Richardson","globalchangebiology",2012,1,"Describing the state of nature",0,"No response"
"sample","Protected areas offer refuge from invasive species spreading under   climate change","Belinda Gallardo and David C. Aldridge and Pablo Gonzalez-Moreno and Jan Pergl and Manuel Pizarro and Petr Pysek and Wilfried Thuiller and Christopher Yesson and Montserrat Vila","globalchangebiology",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Marine-terminating glaciers sustain high productivity in Greenland   fjords","Lorenz Meire and John Mortensen and Patrick Meire and Thomas Juul-Pedersen and Mikael K. Sejr and Soren Rysgaard and Rasmus Nygaard and Philippe Huybrechts and Filip J. R. Meysman","globalchangebiology",2017,2,"Threatening mechanism",0,"No response"
"sample","Acclimation of bloom-forming and perennial seaweeds to elevated pCO(2)   conserved across levels of environmental complexity","Dong Xu and Charlotte-Elisa Schaum and Fan Lin and Ke Sun and James R. Munroe and Xiao W. Zhang and Xiao Fan and Lin H. Teng and Yi T. Wang and Zhi M. Zhuang and Naihao Ye","globalchangebiology",2017,2,"Threatening mechanism",0,"No response"
"sample","Nonlinear CO2 flux response to 7 years of experimentally induced   permafrost thaw","Marguerite Mauritz and Rosvel Bracho and Gerardo Celis and Jack Hutchings and Susan M. Natali and Elaine Pegoraro and Verity G. Salmon and Christina Schadel and Elizabeth E. Webb and Edward A. G. Schuur","globalchangebiology",2017,2,"Threatening mechanism",0,"No response"
"sample","Delayed coral recovery in a warming ocean","Kate Osborne and Angus A. Thompson and Alistair J. Cheal and Michael J. Emslie and Kerryn A. Johns and Michelle J. Jonker and Murray Logan and Ian R. Miller and Hugh P. A. Sweatman","globalchangebiology",2017,1,"Describing the state of nature",0,"No response"
"sample","The global pyrogenic carbon cycle and its impact on the level of   atmospheric CO2 over past and future centuries","Jean-Sebastien Landry and H. Damon Matthews","globalchangebiology",2017,1,"Describing the state of nature",0,"No response"
"sample","Woodland expansion in South African grassy biomes based on satellite   observations (1990-2013): general patterns and potential drivers","Andrew L. Skowno and Mark W. Thompson and Jens Hiestermann and Brad Ripley and Adam G. West and William J. Bond","globalchangebiology",2017,1,"Describing the state of nature",0,"No response"
"sample","A decade of boreal rich fen greenhouse gas fluxes in response to natural   and experimental water table variability","David Olefeldt and Eugenie S. Euskirchen and Jennifer Harden and Evan Kane and A. David McGuire and Mark P. Waldrop and Merritt R. Turetsky","globalchangebiology",2017,1,"Describing the state of nature",0,"No response"
"sample","A meta-analysis of fertilizer-induced soil NO and combined NO+N2O   emissions","Shuwei Liu and Feng Lin and Shuang Wu and Cheng Ji and Yi Sun and Yaguo Jin and Shuqing Li and Zhaofu Li and Jianwen Zou","globalchangebiology",2017,2,"Threatening mechanism",0,"No response"
"sample","Persistent and pervasive compositional shifts of western boreal forest   plots in Canada","Eric B. Searle and Han Y. H. Chen","globalchangebiology",2017,2,"Threatening mechanism",0,"No response"
"sample","Impacts of an invasive herbivore on indigenous forests","Andrew M. Gormley and E. Penelope Holland and Roger P. Pech and Caroline Thomson and Ben Reddiex","journalofappliedecology",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Epiphytic bryophytes near forest edges and on retention trees: reduced   growth and reproduction especially in old-growth-forest indicator   species","Swantje Lobel and Tord Snall and Hakan Rydin","journalofappliedecology",2012,1,"Describing the state of nature",0,"No response"
"sample","Nursery-propagated plants from seed: a novel tool to improve the   effectiveness and sustainability of seagrass restoration","Elena Balestri and Claudio Lardicci","journalofappliedecology",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Vehicle traffic shapes grizzly bear behaviour on a multiple-use   landscape","Joseph M. Northrup and Justin Pitt and Tyler B. Muhly and Gordon B. Stenhouse and Marco Musiani and Mark S. Boyce","journalofappliedecology",2012,2,"Threatening mechanism",0,"No response"
"sample","Exploiting avian vision with aircraft lighting to reduce bird strikes","Bradley F. Blackwell and Travis L. DeVault and Thomas W. Seamans and Steven L. Lima and Patrice Baumhardt and Esteban Fernandez-Juricic","journalofappliedecology",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Plant diversity and generation of ecosystem services at the landscape   scale: expert knowledge assessment","Sandra Quijas and Louise E. Jackson and Manuel Maass and Bernhard Schmid and David Raffaelli and Patricia Balvanera","journalofappliedecology",2012,2,"Threatening mechanism",0,"No response"
"sample","Predicting species vulnerability with minimal data to support rapid risk   assessment of fishing impacts on biodiversity","Will J. F. Le Quesne and Simon Jennings","journalofappliedecology",2012,2,"Threatening mechanism",0,"No response"
"sample","Spatial and temporal variation in pollinator effectiveness: do unmanaged   insects provide consistent pollination services to mass flowering crops?","Romina Rader and Bradley G. Howlett and Saul A. Cunningham and David A. Westcott and Will Edwards","journalofappliedecology",2012,1,"Describing the state of nature",0,"No response"
"sample","Edge effects of wildfire and riparian buffers along boreal forest   streams","Nicholas T. Braithwaite and Azim U. Mallik","journalofappliedecology",2012,2,"Threatening mechanism",1,"Proposing a response"
"sample","Modelling large-scale relationships between changes in woodland deer and   bird populations","Stuart E. Newson and Alison Johnston and Anna R. Renwick and Stephen R. Baillie and Robert J. Fuller","journalofappliedecology",2012,2,"Threatening mechanism",1,"Proposing a response"
"sample","Cats, connectivity and conservation: incorporating data sets and   integrating scales for wildlife management","Ross T. Pitman and Julien Fattebert and Samual T. Williams and Kathryn S. Williams and Russell A. Hill and Luke T. B. Hunter and Hugh Robinson and John Power and Lourens Swanepoel and Rob Slotow and Guy A. Balme","journalofappliedecology",2017,1,"Describing the state of nature",0,"No response"
"sample","Ecosystem-scale impacts of non-timber forest product harvesting: effects   on soil nutrients","Sheunesu Ruwanza and Charlie M. Shackleton","journalofappliedecology",2017,2,"Threatening mechanism",0,"No response"
"sample","Prioritising seascape connectivity in conservation using network   analysis","Sarah L. Engelhard and Chantal M. Huijbers and Ben Stewart-Koster and Andrew D. Olds and Thomas A. Schlacher and Rod M. Connolly","journalofappliedecology",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Invasive plant removal: assessing community impact and recovery from   invasion","Anaclara Guido and Valerio D. Pillar","journalofappliedecology",2017,2,"Threatening mechanism",0,"No response"
"sample","Shading impacts by coastal infrastructure on biological communities from   subtropical rocky shores","Andre Luiz Pardal-Souza and Gustavo Muniz Dias and Stuart Rees Jenkins and Aurea Maria Ciotti and Ronaldo Adriano Christofoletti","journalofappliedecology",2017,2,"Threatening mechanism",0,"No response"
"sample","Genetic erosion and escalating extinction risk in frogs with increasing   wildfire frequency","Dominique A. Potvin and Kirsten M. Parris and Katie L. Smith Date and Claire C. Keely and Rebecca D. Bray and Joshua Hale and Sumitha Hunjan and Jeremy J. Austin and Jane Melville","journalofappliedecology",2017,2,"Threatening mechanism",0,"No response"
"sample","A fresh approach reveals how dispersal shapes metacommunity structure in   a human-altered landscape","Barbara J. Downes and Jill Lancaster and Alena Glaister and William D. Bovill","journalofappliedecology",2017,1,"Describing the state of nature",0,"No response"
"sample","Avian pest control in vineyards is driven by interactions between bird   functional diversity and landscape heterogeneity","Luc Barbaro and Adrien Rusch and Evalyne W. Muiruri and Bastien Gravellier and Denis Thiery and Bastien Castagneyrol","journalofappliedecology",2017,1,"Describing the state of nature",0,"No response"
"sample","Rapid spread of the invasive yellow-legged hornet in France: the role of   human-mediated dispersal and the effects of control measures","Christelle Robinet and Christelle Suppo and Eric Darrouzet","journalofappliedecology",2017,3,"Source of mechanism",1,"Proposing a response"
"sample","Extinction risk of North American seed plants elevated by climate and   land-use change","Jian Zhang and Scott E. Nielsen and Youhua Chen and Damien Georges and Yuchu Qin and Si-Shuo Wang and Jens-Christian Svenning and Wilfried Thuiller","journalofappliedecology",2017,2,"Threatening mechanism",0,"No response"
"sample","``Ghosts of the past'': flightless saproxylic weevils (Coleoptera:   Curculionidae) are relict species in ancient woodlands","Joern Buse","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Human altered ecosystems: suitable habitats as well as ecological traps   for dragonflies (Odonata): the matter of scale","Filip Harabis and Ales Dolny","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Species traits predict island occupancy in noctuid moths","Markus Franzen and Per-Eric Betzholtz","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Disturbance regimes in a wetland remnant: implications for   trait-displacements and shifts in the assemblage structure of carabid   beetles (Coleoptera: Carabidae)","Giovanni Bettacchioli and Mauro Taormina and Fabio Bernini and Massimo Migliorini","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Butterfly response to floral resources during early establishment at a   heterogeneous prairie biomass production site in Iowa, USA","Mark C. Myers and Benjamin J. Hoksch and James T. Mason","journalofinsectconservation",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Heathland management effects on carabid beetle communities: the   relationship between bare ground patch size and carabid biodiversity","Katherine H. Cameron and Simon R. Leather","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Nesting habitat segregation between closely related terricolous sphecid   species (Hymenoptera:Spheciformes): key role of soil physical   characteristics","Miroslav Srba and Petr Heneberg","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Does isolation affect phenotypic variability and fluctuating asymmetry   in the endangered Red Apollo?","Jan Christian Habel and Manuela Reuter and Claudia Drees and Jobst Pfaender","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Small sample, substantial contribution: additions to the Honduran   hawkmoth (Lepidoptera: Sphingidae) fauna based on collections from a   mountainous protected area (Cusuco National Park)","Maarten P. M. Vanhove and Merlijn Jocque and Darren J. Mann and Shaun Waters and Thomas J. Creedy and Jose M. Nunez-Mino and Ana C. Samayoa and Thierry Vaglia and Jeroen Casteels","journalofinsectconservation",2012,1,"Describing the state of nature",0,"No response"
"sample","Selection of floral resources to optimise conservation of   agriculturally-functional insect groups","Romain J. G. Carrie and David R. George and Felix L. Waeckers","journalofinsectconservation",2012,1,"Describing the state of nature",1,"Proposing a response"
"sample","Patterns of microhabitat and larval host-plant use by an imperiled   butterfly in northern Florida","Matthew D. Thom and Jaret Daniels","journalofinsectconservation",2017,1,"Describing the state of nature",0,"No response"
"sample","Host-plant patch qualities and presence of a likely competitor species   affect the distribution and abundance of a rare British moth, Cucullia   lychnitis","Callum J. Macgregor and Daniel J. Hoare and Mark S. Parsons and Owen T. Lewis","journalofinsectconservation",2017,1,"Describing the state of nature",0,"No response"
"sample","A descriptive analysis of Regal Fritillary (Speyeria idalia) habitat   utilizing biological monitoring data along the big bend of the Platte   River, NE","Andrew J. Caven and Kelsey C. King and Joshua D. Wiese and Emma M. Brinley Buckley","journalofinsectconservation",2017,2,"Threatening mechanism",0,"No response"
"sample","Microclimate and biotic interactions affect Karner blue butterfly   occupancy and persistence in managed oak savanna habitats","Ryan P. Walsh","journalofinsectconservation",2017,2,"Threatening mechanism",0,"No response"
"sample","Can highland habitat type distributions replace mapping of harvestman   species?","Tone Novak and Franc Janzekovic and Mihaela Rak and Danijel Ivajnsic and Peter Kozel and Ljuba Slana Novak and Sonja Skornik","journalofinsectconservation",2017,1,"Describing the state of nature",0,"No response"
"sample","Ecology and recovery plans for the four Spanish endangered endemic   butterfly species","M. L. Munguira and J. M. Barea-Azcon and S. Castro-Cobo and E. Garcia-Barros and S. Miteva and J. Olivares and H. Romo","journalofinsectconservation",2017,1,"Describing the state of nature",3,"Implementing response"
"sample","Ants show that the conservation potential of afforestation efforts in   Chinese valley-type savanna is dependent upon the afforestation method","Qiao Li and B. D. Hoffmann and Zhi-xing Lu and You-qing Chen","journalofinsectconservation",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Relationship of different feeding groups of true bugs (Hemiptera:   Heteroptera) with habitat and landscape features in Pannonic salt   grasslands","Attila Torma and Mikls Bozso and Csaba Tolgyesi and Robert Galle","journalofinsectconservation",2017,1,"Describing the state of nature",0,"No response"
"sample","Cavity-nesting bees and wasps (Hymenoptera: Aculeata) in a   semi-deciduous Atlantic forest fragment immersed in a matrix of   agricultural land","Leo Correia da Rocha-Filho and Laice Souza Rabelo and Solange Cristina Augusto and Carlos Alberto Garofalo","journalofinsectconservation",2017,1,"Describing the state of nature",0,"No response"
"sample","Assessing a farmland set-aside conservation program for an endangered   butterfly: USDA State Acres for Wildlife Enhancement (SAFE) for the   Karner blue butterfly","Paula Kleintjes Neff and Christina Locke and Eric Lee-Mader","journalofinsectconservation",2017,1,"Describing the state of nature",4,"Testing response"
"sample","A stakeholder perspective into wildlife policy in India","Shekhar K. Niraj and P. R. Krausman and Vikram Dayal","journalofwildlifemanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Wolf population dynamics in the US Northern Rocky Mountains are affected   by recruitment and human-caused mortality","Justin A. Gude and Michael S. Mitchell and Robin E. Russell and Carolyn A. Sime and Edward E. Bangs and L. David Mech and Robert R. Ream","journalofwildlifemanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Temporal changes in age and sex ratios of forest grouse harvested in   northeastern oregon","Michael C. Hansen and Christian A. Hagen and Thomas M. Loughin and David A. Budeau and Victor L. Coggins and Brandon S. Reishus","journalofwildlifemanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Spatial ecology of white-tailed deer fawns in the northern Great Plains:   Implications of loss of conservation reserve program grasslands","Troy W. Grovenburg and Robert W. Klaver and Jonathan A. Jenks","journalofwildlifemanagement",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Stable isotopes to detect food-conditioned bears and to evaluate   human-bear management","John B. Hopkins III and Paul L. Koch and Charles C. Schwartz and Jake M. Ferguson and Schuyler S. Greenleaf and Steven T. Kalinowski","journalofwildlifemanagement",2012,3,"Source of mechanism",0,"No response"
"sample","Landscape-level correlates of mallard duckling survival: Implications   for conservation programs","Pauline M. Bloom and Robert G. Clark and David W. Howerter and Llwellyn M. Armstrong","journalofwildlifemanagement",2012,1,"Describing the state of nature",0,"No response"
"sample","Estimating breeding season abundance of golden-cheeked warblers in   Texas, USA","Heather A. Mathewson and Julie E. Groce and Tiffany M. Mcfarland and Michael L. Morrison and J. Cal Newnam and R. Todd Snelgrove and Bret A. Collier and R. Neal Wilkins","journalofwildlifemanagement",2012,1,"Describing the state of nature",0,"No response"
"sample","Policy learning and deer co-management in New York State: Insights from   newspaper coverage","Heather A. Triezenberg and T. Bruce Lauber and Barbara A. Knuth","journalofwildlifemanagement",2012,3,"Source of mechanism",1,"Proposing a response"
"sample","Harvest of red-legged partridge in central Spain","Silvia Diaz-Fernandez and Javier Vinuela and Beatriz Arroyo","journalofwildlifemanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Predation by coyotes on white-tailed deer neonates in South Carolina","John C. Kilgo and H. Scott Ray and Mark Vukovich and Matthew J. Goode and Charles Ruth","journalofwildlifemanagement",2012,2,"Threatening mechanism",0,"No response"
"sample","Free-roaming cat interactions with wildlife admitted to a wildlife   hospital","Dave L. Mcruer and Lincoln C. Gray and Leigh-Ann Horne and Edward E. Clark Jr.","journalofwildlifemanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Sustainability of the grizzly bear hunt in British Columbia, Canada","Bruce N. Mclellan and Garth Mowat and Tony Hamilton and Ian Hatter","journalofwildlifemanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Low breeding propensity and wide-ranging movements by marbled murrelets   in Washington","Teresa J. Lorenz and Martin G. Raphael and Thomas D. Bloxton and Patrick G. Cunningham","journalofwildlifemanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Demography of an Increasing Caribou Herd With Restricted Wolf Control","Rodney D. Boertje and Craig L. Gardner and Martha M. Ellis and Torsten W. Bentzen and Jeffrey A. Gross","journalofwildlifemanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","Wolf dispersal in the Rocky Mountains, Western United States: 1993-2008","Michael D. Jimenez and Edward E. Bangs and Diane K. Boyd and Douglas W. Smith and Scott A. Becker and David E. Ausband and Susannah P. Woodruff and Elizabeth H. Bradley and Jim Holyan and Kent Laudon","journalofwildlifemanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Predictable features attract urban coyotes to residential yards","Maureen H. Murray and Colleen Cassady St Clair","journalofwildlifemanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Removal of an exotic fish influences amphibian breeding site selection","Carla J. Pollard and Michelle P. Stockwell and Deborah S. Bower and James I. Garnham and Evan J. Pickett and Kerry Darcovich and Jenny O'meara and John Clulow and Michael J. Mahony","journalofwildlifemanagement",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Growth of Black Brant and Lesser Snow Goose Goslings in Northern Alaska","Jerry W. Hupp and David H. Ward and Kyle R. Hogrefe and James S. Sedinger and Philip D. Martin and Alice A. Stickney and Tim Obritschkewitsch","journalofwildlifemanagement",2017,1,"Describing the state of nature",0,"No response"
"sample","Economic Tradeoffs of Managing for Timber Production or Wildlife Habitat","Phillip Brock Davis and Ian A. Munn and James E. Henderson and Bronson K. Strickland","journalofwildlifemanagement",2017,3,"Source of mechanism",2,"Designing a response"
"sample","Temporal Pattern of Wildlife-Train Collisions in Poland","Dagny Krauze-Gryz and Michal Zmihorski and Karolina Jasinska and Lukasz Kwasny and Joanna Werka","journalofwildlifemanagement",2017,2,"Threatening mechanism",0,"No response"
"sample","A global synthesis reveals biodiversity loss as a major driver of   ecosystem change","David U. Hooper and E. Carol Adair and Bradley J. Cardinale and Jarrett E. K. Byrnes and Bruce A. Hungate and Kristin L. Matulich and Andrew Gonzalez and J. Emmett Duffy and Lars Gamfeldt and Mary I. O'Connor","nature",2012,1,"Describing the state of nature",0,"No response"
"sample","International trade drives biodiversity threats in developing nations","M. Lenzen and D. Moran and K. Kanemoto and B. Foran and L. Lobefaro and A. Geschke","nature",2012,2,"Threatening mechanism",0,"No response"
"sample","Averting biodiversity collapse in tropical forest protected areas","William F. Laurance and D. Carolina Useche and Julio Rendeiro and Margareta Kalka and Corey J. A. Bradshaw and Sean P. Sloan and Susan G. Laurance and Mason Campbell and Kate Abernethy and Patricia Alvarez and Victor Arroyo-Rodriguez and Peter Ashton and Julieta Benitez-Malvido and Allard Blom and Kadiri S. Bobo and Charles H. Cannon and Min Cao and Richard Carroll and Colin Chapman and Rosamond Coates and Marina Cords and Finn Danielsen and Bart De Dijn and Eric Dinerstein and Maureen A. Donnelly and David Edwards and Felicity Edwards and Nina Farwig and Peter Fashing and Pierre-Michel Forget and Mercedes Foster and George Gale and David Harris and Rhett Harrison and John Hart and Sarah Karpanty and W. John Kress and Jagdish Krishnaswamy and Willis Logsdon and Jon Lovett and William Magnusson and Fiona Maisels and Andrew R. Marshall and Deedra McClearn and Divya Mudappa and Martin R. Nielsen and Richard Pearson and Nigel Pitman and Jan van der Ploeg and Andrew Plumptre and John Poulsen and Mauricio Quesada and Hugo Rainey and Douglas Robinson and Christiane Roetgers and Francesco Rovero and Frederick Scatena and Christian Schulze and Douglas Sheil and Thomas Struhsaker and John Terborgh and Duncan Thomas and Robert Timm and J. Nicolas Urbina-Cardona and Karthikeyan Vasudevan and S. Joseph Wright and Juan Carlos Arias-G and Luzmila Arroyo and Mark Ashton and Philippe Auzel and Dennis Babaasa and Fred Babweteera and Patrick Baker and Olaf Banki and Margot Bass and Inogwabini Bila-Isia and Stephen Blake and Warren Brockelman and Nicholas Brokaw and Carsten A. Bruehl and Sarayudh Bunyavejchewin and Jung-Tai Chao and Jerome Chave and Ravi Chellam and Connie J. Clark and Jose Clavijo and Robert Congdon and Richard Corlett and H. S. Dattaraja and Chittaranjan Dave and Glyn Davies and Beatriz de Mello Beisiegel and Rosa de Nazarepaes da Silva and Anthony Di Fiore and Arvin Diesmos and Rodolfo Dirzo and Diane Doran-Sheehy and Mitchell Eaton and Louise Emmons and Alejandro Estrada and Corneille Ewango and Linda Fedigan and Francois Feer and Barbara Fruth and Jacalyn Giacalone Willis and Uromi Goodale and Steven Goodman and Juan C. Guix and Paul Guthiga and William Haber and Keith Hamer and Ilka Herbinger and Jane Hill and Zhongliang Huang and I. Fang Sun and Kalan Ickes and Akira Itoh and Natalia Ivanauskas and Betsy Jackes and John Janovec and Daniel Janzen and Mo Jiangming and Chen Jin and Trevor Jones and Hermes Justiniano and Elisabeth Kalko and Aventino Kasangaki and Timothy Killeen and Hen-biau King and Erik Klop and Cheryl Knott and Inza Kone and Enoka Kudavidanage and Jose Lahoz da Silva Ribeiro and John Lattke and Richard Laval and Robert Lawton and Miguel Leal and Mark Leighton and Miguel Lentino and Cristiane Leonel and Jeremy Lindsell and Lee Ling-Ling and K. Eduard Linsenmair and Elizabeth Losos and Ariel Lugo and Jeremiah Lwanga and Andrew L. Mack and Marlucia Martins and W. Scott McGraw and Roan McNab and Luciano Montag and Jo Myers Thompson and Jacob Nabe-Nielsen and Michiko Nakagawa and Sanjay Nepal and Marilyn Norconk and Vojtech Novotny and Sean O'Donnell and Muse Opiang and Paul Ouboter and Kenneth Parker and N. Parthasarathy and Katia Pisciotta and Dewi Prawiradilaga and Catherine Pringle and Subaraj Rajathurai and Ulrich Reichard and Gay Reinartz and Katherine Renton and Glen Reynolds and Vernon Reynolds and Erin Riley and Mark-Oliver Roedel and Jessica Rothman and Philip Round and Shoko Sakai and Tania Sanaiotti and Tommaso Savini and Gertrud Schaab and John Seidensticker and Alhaji Siaka and Miles R. Silman and Thomas B. Smith and Samuel Soares de Almeida and Navjot Sodhi and Craig Stanford and Kristine Stewart and Emma Stokes and Kathryn E. Stoner and Raman Sukumar and Martin Surbeck and Mathias Tobler and Teja Tscharntke and Andrea Turkalo and Govindaswamy Umapathy and Merlijn van Weerd and Jorge Vega Rivera and Meena Venkataraman and Linda Venn and Carlos Verea and Carolina Volkmer de Castilho and Matthias Waltert and Benjamin Wang and David Watts and William Weber and Paige West and David Whitacre and Ken Whitney and David Wilkie and Stephen Williams and Debra D. Wright and Patricia Wright and Lu Xiankai and Pralad Yonzon and Franky Zamzani","nature",2012,1,"Describing the state of nature",4,"Testing response"
"sample","Coastal eutrophication as a driver of salt marsh loss","Linda A. Deegan and David Samuel Johnson and R. Scott Warren and Bruce J. Peterson and John W. Fleeger and Sergio Fagherazzi and Wilfred M. Wollheim","nature",2012,2,"Threatening mechanism",0,"No response"
"sample","Combined pesticide exposure severely affects individual- and   colony-level traits in bees","Richard J. Gill and Oscar Ramos-Rodriguez and Nigel E. Raine","nature",2012,2,"Threatening mechanism",0,"No response"
"sample","Global convergence in the vulnerability of forests to drought","Brendan Choat and Steven Jansen and Tim J. Brodribb and Herve Cochard and Sylvain Delzon and Radika Bhaskar and Sandra J. Bucci and Taylor S. Feild and Sean M. Gleason and Uwe G. Hacke and Anna L. Jacobsen and Frederic Lens and Hafiz Maherali and Jordi Martinez-Vilalta and Stefan Mayr and Maurizio Mencuccini and Patrick J. Mitchell and Andrea Nardini and Jarmila Pittermann and R. Brandon Pratt and John S. Sperry and Mark Westoby and Ian J. Wright and Amy E. Zanne","nature",2012,2,"Threatening mechanism",0,"No response"
"sample","Approaching a state shift in Earth's biosphere","Anthony D. Barnosky and Elizabeth A. Hadly and Jordi Bascompte and Eric L. Berlow and James H. Brown and Mikael Fortelius and Wayne M. Getz and John Harte and Alan Hastings and Pablo A. Marquet and Neo D. Martinez and Arne Mooers and Peter Roopnarine and Geerat Vermeij and John W. Williams and Rosemary Gillespie and Justin Kitzes and Charles Marshall and Nicholas Matzke and David P. Mindell and Eloy Revilla and Adam B. Smith","nature",2012,4,"Underlying driver of threat",0,"No response"
